"111年02月25日 三大法人買賣超日報"
"證券代號" "證券名稱" "外陸資買進股數(不含外資自營商)" "外陸資賣出股數(不含外資自營商)" "外陸資買賣超股數(不含外資自營商)" "外資自營商買進股數" "外資自營商賣出股數" "外資自營商買賣超股數" "投信買進股數" "投信賣出股數" "投信買賣超股數" "自營商買賣超股數" "自營商買進股數(自行買賣)" "自營商賣出股數(自行買賣)" "自營商買賣超股數(自行買賣)" "自營商買進股數(避險)" "自營商賣出股數(避險)" "自營商買賣超股數(避險)" "三大法人買賣超股數"
="062105" "華邦電群益1A購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-48000" "0" "0" "0" "0" "48000" "-48000" "-48000"
="061999" "聯發科康和19購03" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-48000" "0" "0" "0" "3000" "51000" "-48000" "-48000"
="00730" "富邦臺灣優質高息" "8000" "69000" "-61000" "0" "0" "0" "0" "0" "0" "12813" "0" "0" "0" "25000" "12187" "12813" "-48187"
="0051" "元大中型100     " "0" "6000" "-6000" "0" "0" "0" "0" "0" "0" "-42269" "0" "0" "0" "1000" "43269" "-42269" "-48269"
"3437" "榮創            " "155000" "203000" "-48000" "0" "0" "0" "0" "0" "0" "-690" "2000" "2690" "-690" "0" "0" "0" "-48690"
="00641R" "富邦日本反1     " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-49000" "0" "0" "0" "56000" "105000" "-49000" "-49000"
="03769P" "聯發科元富1A售02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-49000" "0" "0" "0" "167000" "216000" "-49000" "-49000"
="040745" "台積電富邦15購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-49000" "0" "0" "0" "96000" "145000" "-49000" "-49000"
="040529" "台積電凱基15購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-49000" "0" "0" "0" "0" "49000" "-49000" "-49000"
="049126" "燁輝國泰16購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-49000" "0" "0" "0" "0" "49000" "-49000" "-49000"
"2535" "達欣工          " "24000" "75000" "-51000" "0" "0" "0" "3000" "0" "3000" "-1000" "0" "1000" "-1000" "0" "0" "0" "-49000"
="062448" "台塑國泰1A購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-49000" "0" "0" "0" "137000" "186000" "-49000" "-49000"
="063647" "貿聯永豐18購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-49000" "0" "0" "0" "10000" "59000" "-49000" "-49000"
="063463" "牧德群益18購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-49000" "0" "0" "0" "49000" "98000" "-49000" "-49000"
="064965" "玉晶光元大18購14" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-49000" "0" "0" "0" "3000" "52000" "-49000" "-49000"
="064307" "大眾控群益18購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-49000" "0" "0" "0" "0" "49000" "-49000" "-49000"
="064215" "大眾控元大18購03" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-49000" "0" "0" "0" "0" "49000" "-49000" "-49000"
="051653" "中鋼統一15購06  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-49000" "0" "0" "0" "0" "49000" "-49000" "-49000"
="051656" "大成鋼統一16購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-49000" "0" "0" "0" "0" "49000" "-49000" "-49000"
="052030" "可寧衛國泰19購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-49000" "0" "0" "0" "0" "49000" "-49000" "-49000"
="045333" "嘉澤統一15購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-49000" "0" "0" "0" "10000" "59000" "-49000" "-49000"
="049939" "嘉晶國票15購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-49000" "0" "0" "0" "0" "49000" "-49000" "-49000"
="047585" "群光永豐14購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-49000" "0" "0" "0" "0" "49000" "-49000" "-49000"
="047791" "台積電凱基15購08" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-49000" "0" "0" "0" "0" "49000" "-49000" "-49000"
="053729" "威盛元富18購06  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-49000" "0" "0" "0" "0" "49000" "-49000" "-49000"
="052866" "華通凱基16購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-49000" "0" "0" "0" "0" "49000" "-49000" "-49000"
="052452" "嘉澤群益16購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-49000" "0" "0" "0" "17000" "66000" "-49000" "-49000"
="056362" "力成中信16購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-49000" "0" "0" "0" "0" "49000" "-49000" "-49000"
="055185" "奇鋐中信16購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-49000" "0" "0" "0" "55000" "104000" "-49000" "-49000"
="057166" "中鋼元大1C購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-49000" "0" "0" "0" "0" "49000" "-49000" "-49000"
="057299" "大立光凱基16購14" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-49000" "0" "0" "0" "0" "49000" "-49000" "-49000"
="058052" "聯發科國泰19購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-49000" "0" "0" "0" "30000" "79000" "-49000" "-49000"
="058504" "新纖富邦18購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-49000" "0" "0" "0" "0" "49000" "-49000" "-49000"
="061146" "佳能凱基17購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-49000" "0" "0" "0" "193000" "242000" "-49000" "-49000"
="061522" "台航群益17購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-49000" "0" "0" "0" "37000" "86000" "-49000" "-49000"
="061471" "榮運元富17購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-49000" "0" "0" "0" "9000" "58000" "-49000" "-49000"
="061227" "玉晶光日盛17購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-49000" "0" "0" "0" "0" "49000" "-49000" "-49000"
="060639" "惠特永豐18購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-49000" "0" "0" "0" "18000" "67000" "-49000" "-49000"
="049127" "燁輝國泰16購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="049196" "鴻準群益15購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="049419" "健和興群益14購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="049478" "愛普永豐14購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="048596" "聯電凱基14購16  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="038715" "台積電富邦14購04" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "40000" "90000" "-50000" "-50000"
="044190" "台灣50元大14購12" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="04429P" "華航元大18售23  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "7000" "57000" "-50000" "-50000"
="04166P" "臺股指凱基19售30" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="043057" "華新科國票13購03" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="049008" "臺股指永豐14購03" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="049076" "愛普凱基16購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="048897" "亞聚群益15購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="00783" "富邦中証500     " "0" "100000" "-100000" "0" "0" "0" "0" "0" "0" "50000" "0" "0" "0" "352000" "302000" "50000" "-50000"
="02001L" "富邦蘋果正二N   " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="03099P" "長榮國票16售13  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="04111P" "光罩群益18售02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="043650" "聯發科元大18購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "1000" "51000" "-50000" "-50000"
="041282" "耀登元富15購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="041343" "友達國票13購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="064407" "華邦電元富19購04" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="064430" "至上麥證18購01  " "0" "0" "0" "0" "50000" "-50000" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="064127" "華通凱基1B購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="064165" "大立光富邦1C購03" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="064900" "華航元富1B購08  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="064510" "旺宏兆豐1A購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="064526" "潤泰全康和1A購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "227000" "277000" "-50000" "-50000"
="065036" "群創國票1C購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="065021" "台表科永豐19購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="065088" "新光鋼凱基1A購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="065175" "華通元大18購04  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="065210" "聯陽元大18購05  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "33000" "83000" "-50000" "-50000"
="07428P" "臺股指元大13售05" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="065385" "聯陽元大18購06  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="065274" "華邦電凱基18購06" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "2000" "52000" "-50000" "-50000"
="07893P" "華邦電元大13售02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="087710" "台積電統一13購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="08701P" "國巨元大14售10  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="08984P" "嘉晶元富18售02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="08922P" "欣興國票15售05  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="08892P" "臺股指凱基17售07" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="063434" "裕民凱基19購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "166000" "216000" "-50000" "-50000"
="063520" "大成鋼元大1A購03" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "180000" "230000" "-50000" "-50000"
="063580" "台積電中信22購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="063747" "台亞元大1C購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="063767" "長榮元大19購17  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="062643" "華邦電元富19購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="062660" "盛群麥證18購01  " "0" "0" "0" "3000" "53000" "-50000" "0" "0" "0" "-50000" "0" "0" "0" "3000" "53000" "-50000" "-50000"
="062675" "晶技統一1A購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "67000" "117000" "-50000" "-50000"
="047803" "彩晶凱基14購03  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="047845" "元金2X元大14購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="048693" "台積電凱基15購11" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="048239" "界霖國泰16購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="048320" "集盛統一14購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="048429" "鴻海凱基14購06  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "1000000" "1050000" "-50000" "-50000"
="048465" "T50正2國票16購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="044403" "友達凱基14購03  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="046452" "大立光凱基16購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="050756" "華通凱基16購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="050773" "美律國票16購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="044633" "愛普元大17購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "89000" "139000" "-50000" "-50000"
="051058" "華新凱基15購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "6000" "56000" "-50000" "-50000"
="051043" "天鈺中信15購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="051044" "中砂永豐15購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="047421" "光磊統一17購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="047190" "聯詠國票15購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="047318" "大成鋼元大14購04" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="046851" "義隆元富14購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="047000" "偉詮電國泰16購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="047032" "大成鋼永豐14購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "1000" "51000" "-50000" "-50000"
="046629" "帆宣永豐13購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="046035" "玉晶光康和19購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="050532" "世芯中信16購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="050474" "GIS統一16購02   " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="045279" "和碩元大13購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="044934" "台積電元大17購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="045123" "瑞昱元大15購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="049861" "威鋒電富邦14購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="051968" "欣興群益17購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="051811" "興富發永豐15購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "7000" "57000" "-50000" "-50000"
="051505" "啟碁凱基16購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="057346" "群創元大16購14  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="057263" "嘉澤統一1A購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="057259" "大立光統一1A購04" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="056837" "台橡中信19購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="055529" "聯詠康和17購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="054853" "陽明統一1A購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="054964" "長榮航元大1A購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="054402" "台積電國票17購03" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="054404" "台積電國票18購03" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="054527" "台玻凱基16購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="056241" "技嘉麥證16購01  " "0" "0" "0" "0" "50000" "-50000" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="056760" "滬深2X國票17購03" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="056508" "惠特永豐16購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="056007" "臺股指凱基16購26" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="052158" "A50正2元大15購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "110000" "160000" "-50000" "-50000"
="052227" "同欣電元富16購03" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="053131" "為升中信16購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="052675" "晶技統一17購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="052788" "嘉晶中信17購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="052849" "聯詠群益16購05  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="053702" "台灣50國票16購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="053133" "鴻海中信17購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "3000" "53000" "-50000" "-50000"
="053292" "瑞昱康和15購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="053339" "敦泰永豐15購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="053360" "敦泰統一17購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "5000" "55000" "-50000" "-50000"
="053848" "陽明群益17購06  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="054098" "大成鋼凱基15購10" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "10000" "60000" "-50000" "-50000"
="060651" "技嘉國票18購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="060680" "鴻海凱基19購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "100000" "150000" "-50000" "-50000"
="060493" "新光金國票18購03" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "100000" "150000" "-50000" "-50000"
="060411" "晶技日盛17購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="059727" "台亞凱基1A購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="060160" "樺漢元大18購03  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="061148" "南亞科凱基17購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "303000" "353000" "-50000" "-50000"
="061068" "滬深2X元富17購05" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="058036" "台積電富邦18購03" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="057481" "台驊控元富19購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="057605" "台達電富邦18購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="057809" "新唐元大18購05  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "76000" "126000" "-50000" "-50000"
="059494" "漢唐元富17購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="059280" "台表科永豐18購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="058732" "耀登中信17購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="058777" "元金2X統一21購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="058778" "中環統一21購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "0" "50000" "-50000" "-50000"
="061983" "威盛永豐17購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "1000" "51000" "-50000" "-50000"
="062173" "大立光凱基1A購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-50000" "0" "0" "0" "10000" "60000" "-50000" "-50000"
"3026" "禾伸堂          " "20000" "75000" "-55000" "0" "0" "0" "0" "0" "0" "5000" "0" "0" "0" "5000" "0" "5000" "-50000"
="049101" "台積電元大16購08" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-51000" "0" "0" "0" "3000" "54000" "-51000" "-51000"
="042709" "新光金凱基16購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-51000" "0" "0" "0" "0" "51000" "-51000" "-51000"
="044046" "同欣電元大15購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-51000" "0" "0" "0" "20000" "71000" "-51000" "-51000"
="045979" "順德元富14購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-51000" "0" "0" "0" "0" "51000" "-51000" "-51000"
="062689" "台表科統一1A購04" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-51000" "0" "0" "0" "0" "51000" "-51000" "-51000"
="062846" "台勝科中信18購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-51000" "0" "0" "0" "2000" "53000" "-51000" "-51000"
="062515" "威鋒電群益19購03" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-51000" "0" "0" "0" "2000" "53000" "-51000" "-51000"
="062379" "康普統一1B購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-51000" "0" "0" "0" "8000" "59000" "-51000" "-51000"
="063974" "聯電群益18購15  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-51000" "0" "0" "0" "31000" "82000" "-51000" "-51000"
="063489" "景碩統一19購03  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-51000" "0" "0" "0" "93000" "144000" "-51000" "-51000"
="063340" "華航統一18購03  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-51000" "0" "0" "0" "2000" "53000" "-51000" "-51000"
="063242" "聯電群益1A購05  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-51000" "0" "0" "0" "2000" "53000" "-51000" "-51000"
="063271" "晶心科群益19購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "-51000" "0" "0" "0" "5000" "56000" "-51000" "-51000"
="064621" "華通凱基19購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-51000" "0" "0" "0" "0" "51000" "-51000" "-51000"
="051391" "華擎國票16購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-51000" "0" "0" "0" "5000" "56000" "-51000" "-51000"
="051644" "技嘉兆豐16購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "-51000" "0" "0" "0" "0" "51000" "-51000" "-51000"
